LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE,X,Y
34.427300000000002,-77.796800000000005,317.600000000000023,1.500000000000000,1.200000000000000,8/7/2001 0:00:00,1631,Terra,MODIS,61,6.03,296.199999999999989,16.300000000000001,D,0.000000000000000,-77.796797740000002,34.427293140000003
37.791200000000003,-122.296499999999995,341.899999999999977,1.300000000000000,1.100000000000000,5/23/2003 0:00:00,1024,Aqua,MODIS,100,6.03,288.399999999999977,74.799999999999997,N,2.000000000000000,-122.296486810000005,37.791194990000001
37.788400000000003,-122.281700000000001,302.000000000000000,1.300000000000000,1.100000000000000,5/23/2003 0:00:00,1024,Aqua,MODIS,46,6.03,286.600000000000023,9.699999999999999,N,2.000000000000000,-122.281686809999997,37.788394990000000
34.285699999999999,-118.787999999999997,304.800000000000011,2.500000000000000,1.500000000000000,10/26/2003 0:00:00,0636,Terra,MODIS,62,6.03,294.600000000000023,20.399999999999999,N,2.000000000000000,-118.787987709999996,34.285695099999998
34.299399999999999,-118.789900000000003,386.300000000000011,2.500000000000000,1.500000000000000,10/26/2003 0:00:00,0636,Terra,MODIS,100,6.03,304.899999999999977,693.700000000000045,N,0.000000000000000,-118.789887710000002,34.299395099999998
34.297300000000000,-118.816800000000001,319.100000000000023,2.500000000000000,1.500000000000000,10/26/2003 0:00:00,0636,Terra,MODIS,98,6.03,294.600000000000023,55.899999999999999,N,2.000000000000000,-118.816787710000000,34.297295099999999
34.291899999999998,-118.795500000000004,356.000000000000000,2.500000000000000,1.500000000000000,10/26/2003 0:00:00,0636,Terra,MODIS,100,6.03,298.800000000000011,288.100000000000023,N,0.000000000000000,-118.795487710000003,34.291895099999998
34.307600000000001,-118.770600000000002,379.699999999999989,2.500000000000000,1.500000000000000,10/26/2003 0:00:00,0636,Terra,MODIS,100,6.03,309.100000000000023,585.100000000000023,N,0.000000000000000,-118.770587710000001,34.307595090000000
34.305700000000002,-118.797200000000004,338.600000000000023,2.500000000000000,1.500000000000000,10/26/2003 0:00:00,0636,Terra,MODIS,100,6.03,298.000000000000000,147.400000000000006,N,0.000000000000000,-118.797187710000003,34.305695100000001
34.309500000000000,-118.778800000000004,315.699999999999989,3.000000000000000,1.600000000000000,10/26/2003 0:00:00,0911,Aqua,MODIS,44,6.03,288.300000000000011,51.899999999999999,N,0.000000000000000,-118.778787710000003,34.309495089999999
34.296799999999998,-118.814099999999996,349.899999999999977,3.000000000000000,1.600000000000000,10/26/2003 0:00:00,0911,Aqua,MODIS,100,6.03,290.199999999999989,290.699999999999989,N,2.000000000000000,-118.814087709999995,34.296795099999997
34.294800000000002,-118.781000000000006,394.100000000000023,3.000000000000000,1.600000000000000,10/26/2003 0:00:00,0911,Aqua,MODIS,100,6.03,298.600000000000023,1058.599999999999909,N,0.000000000000000,-118.780987710000005,34.294795100000002
34.308100000000003,-118.783600000000007,317.899999999999977,3.000000000000000,1.600000000000000,10/26/2003 0:00:00,0911,Aqua,MODIS,59,6.03,288.300000000000011,61.299999999999997,N,0.000000000000000,-118.783587710000006,34.308095090000002
34.293300000000002,-118.785600000000002,394.500000000000000,3.000000000000000,1.600000000000000,10/26/2003 0:00:00,0911,Aqua,MODIS,100,6.03,298.699999999999989,1071.900000000000091,N,0.000000000000000,-118.785587710000001,34.293295100000002
45.602699999999999,-107.475499999999997,315.100000000000023,1.000000000000000,1.000000000000000,4/1/2005 0:00:00,1817,Terra,MODIS,70,6.03,298.000000000000000,7.600000000000000,D,0.000000000000000,-107.475488479999996,45.602693010000003
42.874299999999998,-106.278000000000006,306.600000000000023,1.900000000000000,1.300000000000000,5/2/2005 0:00:00,1735,Terra,MODIS,52,6.03,286.000000000000000,10.800000000000001,D,0.000000000000000,-106.277989199999993,42.874293219999998
43.175199999999997,-123.389899999999997,344.199999999999989,1.100000000000000,1.000000000000000,9/26/2005 0:00:00,2122,Aqua,MODIS,70,6.03,307.300000000000011,48.299999999999997,D,0.000000000000000,-123.389885870000001,43.175194699999999
33.735500000000002,-117.710499999999996,328.000000000000000,1.100000000000000,1.000000000000000,2/6/2007 0:00:00,2111,Aqua,MODIS,81,6.03,302.100000000000023,22.500000000000000,D,0.000000000000000,-117.710487939999993,33.735495100000001
33.736899999999999,-117.699399999999997,318.600000000000023,1.100000000000000,1.000000000000000,2/6/2007 0:00:00,2111,Aqua,MODIS,71,6.03,299.399999999999977,11.400000000000000,D,0.000000000000000,-117.699387939999994,33.736895099999998
33.438299999999998,-112.130899999999997,311.899999999999977,1.200000000000000,1.100000000000000,7/13/2007 0:00:00,0523,Terra,MODIS,78,6.03,300.800000000000011,5.400000000000000,N,2.000000000000000,-112.130888979999995,33.438294839999998
30.326899999999998,-97.632800000000003,316.600000000000023,1.100000000000000,1.000000000000000,10/17/2007 0:00:00,1726,Terra,MODIS,67,6.03,299.899999999999977,8.199999999999999,D,0.000000000000000,-97.632792420000001,30.326894719999999
33.708300000000001,-117.709599999999995,402.000000000000000,1.400000000000000,1.200000000000000,10/22/2007 0:00:00,0541,Terra,MODIS,100,6.03,302.500000000000000,415.699999999999989,N,2.000000000000000,-117.709587940000006,33.708295100000001
33.718600000000002,-117.712100000000007,358.600000000000023,1.400000000000000,1.200000000000000,10/22/2007 0:00:00,0541,Terra,MODIS,100,6.03,294.600000000000023,126.799999999999997,N,0.000000000000000,-117.712087940000004,33.718595100000002
