LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,X,Y
33.717660000000002,-117.710840000000005,299.699999999999989,0.390000000000000,0.440000000000000,1/1/2020 0:00:00,1000,N20,VIIRS,n,2.0NRT,280.600000000000023,0.700000000000000,N,-117.710827940000001,33.717655100000002
33.714900000000000,-117.709590000000006,299.100000000000023,0.390000000000000,0.360000000000000,1/2/2020 0:00:00,0942,N20,VIIRS,n,2.0NRT,280.100000000000023,0.500000000000000,N,-117.709577940000003,33.714895100000000
33.718040000000002,-117.710390000000004,297.300000000000011,0.520000000000000,0.500000000000000,1/4/2020 0:00:00,0906,N20,VIIRS,n,2.0NRT,281.800000000000011,0.500000000000000,N,-117.710377940000001,33.718035100000002
33.716259999999998,-117.713390000000004,298.600000000000023,0.480000000000000,0.480000000000000,1/6/2020 0:00:00,1006,N20,VIIRS,n,2.0NRT,286.300000000000011,0.500000000000000,N,-117.713377940000001,33.716255099999998
34.293660000000003,-118.801710000000000,298.199999999999989,0.410000000000000,0.450000000000000,1/6/2020 0:00:00,1006,N20,VIIRS,n,2.0NRT,283.800000000000011,0.500000000000000,N,-118.801697709999999,34.293655100000002
30.341220000000000,-97.619489999999999,302.699999999999989,0.400000000000000,0.370000000000000,1/7/2020 0:00:00,0806,N20,VIIRS,n,2.0NRT,279.199999999999989,0.700000000000000,N,-97.619482419999997,30.341214720000000
34.290260000000004,-118.800790000000006,301.800000000000011,0.400000000000000,0.370000000000000,1/7/2020 0:00:00,0948,N20,VIIRS,n,2.0NRT,284.699999999999989,0.700000000000000,N,-118.800777710000006,34.290255100000003
33.715429999999998,-117.709299999999999,302.100000000000023,0.430000000000000,0.380000000000000,1/7/2020 0:00:00,0948,N20,VIIRS,n,2.0NRT,286.100000000000023,1.000000000000000,N,-117.709287939999996,33.715425099999997
34.291150000000002,-118.801640000000006,298.100000000000023,0.440000000000000,0.380000000000000,1/8/2020 0:00:00,0930,N20,VIIRS,n,2.0NRT,277.600000000000023,0.800000000000000,N,-118.801627710000005,34.291145100000001
34.293289999999999,-118.802059999999997,300.899999999999977,0.440000000000000,0.380000000000000,1/12/2020 0:00:00,0954,N20,VIIRS,n,2.0NRT,276.199999999999989,0.600000000000000,N,-118.802047709999997,34.293285099999999
