Field1,LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE,X,Y,Date
16,33.717269000000002,-117.695223999999996,NA,5730,7253,7/9/2022 0:00:00,1828,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,7/9/2022
20,33.717269000000002,-117.695223999999996,NA,7040,1973,7/9/2022 0:00:00,1828,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,7/9/2022
29,33.717540000000000,-117.695227000000003,NA,7120,1972,8/2/2022 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,8/2/2022
32,33.717269000000002,-117.695223999999996,NA,2260,1893,8/3/2022 0:00:00,1823,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,8/3/2022
42,33.717540000000000,-117.695227000000003,NA,2300,1892,8/11/2022 0:00:00,1822,L9,OLI-2,L,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,8/11/2022
45,33.717269000000002,-117.695223999999996,NA,7130,1973,8/18/2022 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,8/18/2022
48,33.717269000000002,-117.695223999999996,NA,5820,7243,8/18/2022 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,8/18/2022
60,33.717269000000002,-117.695223999999996,NA,2260,1893,8/27/2022 0:00:00,1822,L9,OLI-2,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,8/27/2022
62,33.717540000000000,-117.695227000000003,NA,7070,1972,9/3/2022 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,9/3/2022
71,33.717540000000000,-117.695227000000003,NA,5760,7242,9/3/2022 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,9/3/2022
82,33.717269000000002,-117.695223999999996,NA,2220,1893,9/12/2022 0:00:00,1822,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,9/12/2022
86,33.717269000000002,-117.695223999999996,NA,2250,1893,9/28/2022 0:00:00,1822,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,9/28/2022
95,33.717269000000002,-117.695223999999996,NA,5740,7243,10/5/2022 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,10/5/2022
113,33.717269000000002,-117.695223999999996,NA,5800,7253,10/29/2022 0:00:00,1828,L8,OLI,M,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,10/29/2022
114,33.717540000000000,-117.695227000000003,NA,5800,7252,10/29/2022 0:00:00,1828,L8,OLI,M,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,10/29/2022
123,33.717269000000002,-117.695223999999996,NA,7120,1973,10/29/2022 0:00:00,1829,L8,OLI,M,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,10/29/2022
124,33.717540000000000,-117.695227000000003,NA,7120,1972,10/29/2022 0:00:00,1829,L8,OLI,M,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,10/29/2022
136,33.717540000000000,-117.695227000000003,NA,5760,7242,11/6/2022 0:00:00,1828,L9,OLI-2,M,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,11/6/2022
137,33.717269000000002,-117.695223999999996,NA,5760,7243,11/6/2022 0:00:00,1828,L9,OLI-2,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,11/6/2022
143,33.717540000000000,-117.695227000000003,NA,7070,1972,11/6/2022 0:00:00,1829,L9,OLI-2,M,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,11/6/2022
144,33.717269000000002,-117.695223999999996,NA,7070,1973,11/6/2022 0:00:00,1829,L9,OLI-2,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,11/6/2022
152,33.717269000000002,-117.695223999999996,NA,5750,7253,11/14/2022 0:00:00,1828,L8,OLI,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,11/14/2022
163,33.717269000000002,-117.695223999999996,NA,7070,1973,11/14/2022 0:00:00,1829,L8,OLI,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,11/14/2022
168,33.717269000000002,-117.695223999999996,NA,2260,1893,11/15/2022 0:00:00,1823,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,11/15/2022
189,38.588458000000003,-75.450273999999993,NA,3650,5087,2/5/2023 0:00:00,1540,L8,OLI,M,NA,NA,NA,D,NA,-75.450272249999998,38.588450180000002,2/5/2023
197,38.588186000000000,-75.450616999999994,NA,3709,5088,2/13/2023 0:00:00,1540,L9,OLI-2,M,NA,NA,NA,D,NA,-75.450615249999998,38.588178180000000,2/13/2023
202,33.717540000000000,-117.695227000000003,NA,5830,7242,2/26/2023 0:00:00,1828,L9,OLI-2,M,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,2/26/2023
203,33.717269000000002,-117.695223999999996,NA,5830,7243,2/26/2023 0:00:00,1828,L9,OLI-2,M,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,2/26/2023
204,33.717540000000000,-117.695227000000003,NA,7140,1962,2/26/2023 0:00:00,1829,L9,OLI-2,M,NA,NA,NA,D,NA,-117.695214940000000,33.717535099999999,2/26/2023
205,33.717269000000002,-117.695223999999996,NA,7140,1963,2/26/2023 0:00:00,1829,L9,OLI-2,M,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,2/26/2023
206,38.588456000000001,-75.450619000000003,NA,3609,5087,3/1/2023 0:00:00,1540,L9,OLI-2,L,NA,NA,NA,D,NA,-75.450617249999993,38.588448180000000,3/1/2023
235,39.839084000000000,-84.906166999999996,NA,1779,5724,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.906162269999996,39.839076319999997,4/12/2023
236,39.838813999999999,-84.906175000000005,NA,1779,5725,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.906170270000004,39.838806320000003,4/12/2023
237,39.839077000000003,-84.905816999999999,NA,1780,5724,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905812269999998,39.839069320000000,4/12/2023
238,39.838807000000003,-84.905824999999993,NA,1780,5725,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905820270000007,39.838799320000000,4/12/2023
239,39.838537000000002,-84.905833000000001,NA,1780,5726,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905828270000001,39.838529319999999,4/12/2023
240,39.838267000000002,-84.905840999999995,NA,1780,5727,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905836269999995,39.838259319999999,4/12/2023
241,39.837997000000001,-84.905850000000001,NA,1780,5728,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905845270000000,39.837989319999998,4/12/2023
242,39.837727000000001,-84.905857999999995,NA,1780,5729,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905853269999994,39.837719319999998,4/12/2023
243,39.837457000000001,-84.905866000000003,NA,1780,5730,4/12/2023 0:00:00,1616,L9,OLI-2,M,NA,NA,NA,D,NA,-84.905861270000003,39.837449319999997,4/12/2023
244,39.839070999999997,-84.905466000000004,NA,1781,5724,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905461270000004,39.839063320000001,4/12/2023
245,39.838800999999997,-84.905474999999996,NA,1781,5725,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905470269999995,39.838793320000001,4/12/2023
246,39.838531000000003,-84.905483000000004,NA,1781,5726,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905478270000003,39.838523320000000,4/12/2023
247,39.838261000000003,-84.905490999999998,NA,1781,5727,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905486269999997,39.838253320000000,4/12/2023
248,39.837991000000002,-84.905499000000006,NA,1781,5728,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905494270000005,39.837983319999999,4/12/2023
249,39.837721000000002,-84.905507000000000,NA,1781,5729,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905502269999999,39.837713319999999,4/12/2023
250,39.837449999999997,-84.905516000000006,NA,1781,5730,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905511270000005,39.837442320000001,4/12/2023
251,39.838794999999998,-84.905124000000001,NA,1782,5725,4/12/2023 0:00:00,1616,L9,OLI-2,M,NA,NA,NA,D,NA,-84.905119270000000,39.838787320000002,4/12/2023
252,39.838524999999997,-84.905131999999995,NA,1782,5726,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905127269999994,39.838517320000001,4/12/2023
253,39.838253999999999,-84.905141000000000,NA,1782,5727,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905136270000000,39.838246320000003,4/12/2023
254,39.837983999999999,-84.905148999999994,NA,1782,5728,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905144269999994,39.837976320000003,4/12/2023
255,39.838512000000001,-84.904432000000000,NA,1784,5726,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904427269999999,39.838504319999998,4/12/2023
256,39.838242000000001,-84.904439999999994,NA,1784,5727,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904435269999993,39.838234319999998,4/12/2023
257,39.837972000000001,-84.904448000000002,NA,1784,5728,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904443270000002,39.837964319999998,4/12/2023
258,39.838506000000002,-84.904081000000005,NA,1785,5726,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904076270000004,39.838498319999999,4/12/2023
259,39.838234999999997,-84.904088999999999,NA,1785,5727,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904084269999998,39.838227320000001,4/12/2023
260,39.837964999999997,-84.904098000000005,NA,1785,5728,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904093270000004,39.837957320000001,4/12/2023
261,39.838498999999999,-84.903730999999993,NA,1786,5726,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.903726270000007,39.838491320000003,4/12/2023
262,39.838228999999998,-84.903739000000002,NA,1786,5727,4/12/2023 0:00:00,1616,L9,OLI-2,H,NA,NA,NA,D,NA,-84.903734270000001,39.838221320000002,4/12/2023
263,39.837958999999998,-84.903746999999996,NA,1786,5728,4/12/2023 0:00:00,1616,L9,OLI-2,M,NA,NA,NA,D,NA,-84.903742269999995,39.837951320000002,4/12/2023
264,39.839084000000000,-84.906166999999996,NA,2909,404,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.906162269999996,39.839076319999997,4/12/2023
265,39.838813999999999,-84.906175000000005,NA,2909,405,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.906170270000004,39.838806320000003,4/12/2023
266,39.839077000000003,-84.905816999999999,NA,2910,404,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905812269999998,39.839069320000000,4/12/2023
267,39.838807000000003,-84.905824999999993,NA,2910,405,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905820270000007,39.838799320000000,4/12/2023
268,39.838537000000002,-84.905833000000001,NA,2910,406,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905828270000001,39.838529319999999,4/12/2023
269,39.838267000000002,-84.905840999999995,NA,2910,407,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905836269999995,39.838259319999999,4/12/2023
270,39.837997000000001,-84.905850000000001,NA,2910,408,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905845270000000,39.837989319999998,4/12/2023
271,39.837727000000001,-84.905857999999995,NA,2910,409,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905853269999994,39.837719319999998,4/12/2023
272,39.837457000000001,-84.905866000000003,NA,2910,410,4/12/2023 0:00:00,1617,L9,OLI-2,M,NA,NA,NA,D,NA,-84.905861270000003,39.837449319999997,4/12/2023
273,39.839070999999997,-84.905466000000004,NA,2911,404,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905461270000004,39.839063320000001,4/12/2023
274,39.838800999999997,-84.905474999999996,NA,2911,405,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905470269999995,39.838793320000001,4/12/2023
275,39.838531000000003,-84.905483000000004,NA,2911,406,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905478270000003,39.838523320000000,4/12/2023
276,39.838261000000003,-84.905490999999998,NA,2911,407,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905486269999997,39.838253320000000,4/12/2023
277,39.837991000000002,-84.905499000000006,NA,2911,408,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905494270000005,39.837983319999999,4/12/2023
278,39.837721000000002,-84.905507000000000,NA,2911,409,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905502269999999,39.837713319999999,4/12/2023
279,39.837449999999997,-84.905516000000006,NA,2911,410,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905511270000005,39.837442320000001,4/12/2023
280,39.838794999999998,-84.905124000000001,NA,2912,405,4/12/2023 0:00:00,1617,L9,OLI-2,M,NA,NA,NA,D,NA,-84.905119270000000,39.838787320000002,4/12/2023
281,39.838524999999997,-84.905131999999995,NA,2912,406,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905127269999994,39.838517320000001,4/12/2023
282,39.838253999999999,-84.905141000000000,NA,2912,407,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905136270000000,39.838246320000003,4/12/2023
283,39.837983999999999,-84.905148999999994,NA,2912,408,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.905144269999994,39.837976320000003,4/12/2023
284,39.838512000000001,-84.904432000000000,NA,2914,406,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904427269999999,39.838504319999998,4/12/2023
285,39.838242000000001,-84.904439999999994,NA,2914,407,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904435269999993,39.838234319999998,4/12/2023
286,39.837972000000001,-84.904448000000002,NA,2914,408,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904443270000002,39.837964319999998,4/12/2023
287,39.838506000000002,-84.904081000000005,NA,2915,406,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904076270000004,39.838498319999999,4/12/2023
288,39.838234999999997,-84.904088999999999,NA,2915,407,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904084269999998,39.838227320000001,4/12/2023
289,39.837964999999997,-84.904098000000005,NA,2915,408,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.904093270000004,39.837957320000001,4/12/2023
290,39.838498999999999,-84.903730999999993,NA,2916,406,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.903726270000007,39.838491320000003,4/12/2023
291,39.838228999999998,-84.903739000000002,NA,2916,407,4/12/2023 0:00:00,1617,L9,OLI-2,H,NA,NA,NA,D,NA,-84.903734270000001,39.838221320000002,4/12/2023
292,39.837958999999998,-84.903746999999996,NA,2916,408,4/12/2023 0:00:00,1617,L9,OLI-2,M,NA,NA,NA,D,NA,-84.903742269999995,39.837951320000002,4/12/2023
466,32.123896999999999,-110.881424999999993,NA,5400,2488,9/27/2023 0:00:00,1758,L8,OLI,H,NA,NA,NA,D,NA,-110.881414320000005,32.123891960000002,9/27/2023
467,32.124167000000000,-110.881423999999996,NA,5400,2487,9/27/2023 0:00:00,1758,L8,OLI,H,NA,NA,NA,D,NA,-110.881413319999993,32.124161960000002,9/27/2023
469,33.508977000000002,-111.777534000000003,NA,1410,2651,10/5/2023 0:00:00,1757,L9,OLI-2,M,NA,NA,NA,D,NA,-111.777523049999999,33.508971809999998,10/5/2023
470,33.508705999999997,-111.777531999999994,NA,1410,2652,10/5/2023 0:00:00,1757,L9,OLI-2,M,NA,NA,NA,D,NA,-111.777521050000004,33.508700810000001,10/5/2023
471,33.508978999999997,-111.777212000000006,NA,1411,2651,10/5/2023 0:00:00,1757,L9,OLI-2,M,NA,NA,NA,D,NA,-111.777201050000002,33.508973810000001,10/5/2023
519,30.338896999999999,-97.629306000000000,NA,4509,3726,11/7/2023 0:00:00,1703,L9,OLI-2,H,NA,NA,NA,D,NA,-97.629298419999998,30.338891719999999,11/7/2023
545,33.506785999999998,-111.781713999999994,NA,6267,2739,11/21/2023 0:00:00,1804,L8,OLI,L,NA,NA,NA,D,NA,-111.781703050000004,33.506780810000002,11/21/2023
546,33.506785999999998,-111.781713999999994,NA,1437,2659,11/22/2023 0:00:00,1758,L9,OLI-2,L,NA,NA,NA,D,NA,-111.781703050000004,33.506780810000002,11/22/2023
583,32.109563999999999,-110.894163000000006,NA,5410,2541,12/16/2023 0:00:00,1758,L8,OLI,H,NA,NA,NA,D,NA,-110.894152320000003,32.109558960000001,12/16/2023
611,35.277906999999999,-106.672469000000007,NA,5187,6809,2/4/2024 0:00:00,1744,L8,OLI,L,NA,NA,NA,D,NA,-106.672458969999994,35.277901280000002,2/4/2024
612,35.277906999999999,-106.672469000000007,NA,6557,1549,2/4/2024 0:00:00,1745,L8,OLI,L,NA,NA,NA,D,NA,-106.672458969999994,35.277901280000002,2/4/2024
685,45.477049000000001,-107.727228999999994,NA,1972,5985,4/14/2024 0:00:00,1754,L9,OLI-2,L,NA,NA,NA,D,NA,-107.727217440000004,45.477042050000001,4/14/2024
686,45.477040000000002,-107.727613000000005,NA,1971,5985,4/14/2024 0:00:00,1754,L9,OLI-2,H,NA,NA,NA,D,NA,-107.727601440000001,45.477033050000003,4/14/2024
687,45.477040000000002,-107.727613000000005,NA,3471,765,4/14/2024 0:00:00,1754,L9,OLI-2,H,NA,NA,NA,D,NA,-107.727601440000001,45.477033050000003,4/14/2024
703,33.717269000000002,-117.695223999999996,NA,5830,7253,5/11/2024 0:00:00,1827,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/11/2024
708,33.717269000000002,-117.695223999999996,NA,7140,1973,5/11/2024 0:00:00,1827,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/11/2024
719,33.717269000000002,-117.695223999999996,NA,5820,7243,5/19/2024 0:00:00,1827,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/19/2024
720,33.717269000000002,-117.695223999999996,NA,7130,1963,5/19/2024 0:00:00,1828,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/19/2024
728,33.717269000000002,-117.695223999999996,NA,7140,1973,5/27/2024 0:00:00,1827,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/27/2024
735,33.717269000000002,-117.695223999999996,NA,5830,7253,5/27/2024 0:00:00,1827,L8,OLI,L,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/27/2024
737,33.717269000000002,-117.695223999999996,NA,2280,1883,5/28/2024 0:00:00,1821,L9,OLI-2,H,NA,NA,NA,D,NA,-117.695211939999993,33.717264100000001,5/28/2024
787,34.427300000000002,-77.796800000000005,317.6,,,8/7/2001 0:00:00,1631,Terra,MODIS,61,6.03,296.2,16.3,D,0,-77.796797740000002,34.427293140000003,8/7/2001
788,37.791200000000003,-122.296499999999995,341.9,1,1,5/23/2003 0:00:00,1024,Aqua,MODIS,100,6.03,288.4,74.8,N,2,-122.296486810000005,37.791194990000001,5/23/2003
789,37.788400000000003,-122.281700000000001,302,1,1,5/23/2003 0:00:00,1024,Aqua,MODIS,46,6.03,286.6,9.7,N,2,-122.281686809999997,37.788394990000000,5/23/2003
790,34.285699999999999,-118.787999999999997,304.8,2,2,10/26/2003 0:00:00,636,Terra,MODIS,62,6.03,294.6,20.4,N,2,-118.787987709999996,34.285695099999998,10/26/2003
791,34.299399999999999,-118.789900000000003,386.3,2,2,10/26/2003 0:00:00,636,Terra,MODIS,100,6.03,304.9,693.7,N,0,-118.789887710000002,34.299395099999998,10/26/2003
792,34.297300000000000,-118.816800000000001,319.1,2,2,10/26/2003 0:00:00,636,Terra,MODIS,98,6.03,294.6,55.9,N,2,-118.816787710000000,34.297295099999999,10/26/2003
793,34.291899999999998,-118.795500000000004,356,2,2,10/26/2003 0:00:00,636,Terra,MODIS,100,6.03,298.8,288.1,N,0,-118.795487710000003,34.291895099999998,10/26/2003
794,34.307600000000001,-118.770600000000002,379.7,2,2,10/26/2003 0:00:00,636,Terra,MODIS,100,6.03,309.1,585.1,N,0,-118.770587710000001,34.307595090000000,10/26/2003
795,34.305700000000002,-118.797200000000004,338.6,2,2,10/26/2003 0:00:00,636,Terra,MODIS,100,6.03,298,147.4,N,0,-118.797187710000003,34.305695100000001,10/26/2003
796,34.309500000000000,-118.778800000000004,315.7,3,2,10/26/2003 0:00:00,911,Aqua,MODIS,44,6.03,288.3,51.9,N,0,-118.778787710000003,34.309495089999999,10/26/2003
797,34.296799999999998,-118.814099999999996,349.9,3,2,10/26/2003 0:00:00,911,Aqua,MODIS,100,6.03,290.2,290.7,N,2,-118.814087709999995,34.296795099999997,10/26/2003
798,34.294800000000002,-118.781000000000006,394.1,3,2,10/26/2003 0:00:00,911,Aqua,MODIS,100,6.03,298.6,1058.6,N,0,-118.780987710000005,34.294795100000002,10/26/2003
799,34.308100000000003,-118.783600000000007,317.9,3,2,10/26/2003 0:00:00,911,Aqua,MODIS,59,6.03,288.3,61.3,N,0,-118.783587710000006,34.308095090000002,10/26/2003
800,34.293300000000002,-118.785600000000002,394.5,3,2,10/26/2003 0:00:00,911,Aqua,MODIS,100,6.03,298.7,1071.9,N,0,-118.785587710000001,34.293295100000002,10/26/2003
801,45.602699999999999,-107.475499999999997,315.1,1,1,4/1/2005 0:00:00,1817,Terra,MODIS,70,6.03,298,7.6,D,0,-107.475488479999996,45.602693010000003,4/1/2005
802,42.874299999999998,-106.278000000000006,306.6,2,1,5/2/2005 0:00:00,1735,Terra,MODIS,52,6.03,286,10.8,D,0,-106.277989199999993,42.874293219999998,5/2/2005
803,43.175199999999997,-123.389899999999997,344.2,1,1,9/26/2005 0:00:00,2122,Aqua,MODIS,70,6.03,307.3,48.3,D,0,-123.389885870000001,43.175194699999999,9/26/2005
804,33.735500000000002,-117.710499999999996,328,1,1,2/6/2007 0:00:00,2111,Aqua,MODIS,81,6.03,302.1,22.5,D,0,-117.710487939999993,33.735495100000001,2/6/2007
805,33.736899999999999,-117.699399999999997,318.6,1,1,2/6/2007 0:00:00,2111,Aqua,MODIS,71,6.03,299.4,11.4,D,0,-117.699387939999994,33.736895099999998,2/6/2007
806,33.438299999999998,-112.130899999999997,311.9,1,1,7/13/2007 0:00:00,523,Terra,MODIS,78,6.03,300.8,5.4,N,2,-112.130888979999995,33.438294839999998,7/13/2007
807,30.326899999999998,-97.632800000000003,316.6,1,1,10/17/2007 0:00:00,1726,Terra,MODIS,67,6.03,299.9,8.2,D,0,-97.632792420000001,30.326894719999999,10/17/2007
808,33.708300000000001,-117.709599999999995,402,1,1,10/22/2007 0:00:00,541,Terra,MODIS,100,6.03,302.5,415.7,N,2,-117.709587940000006,33.708295100000001,10/22/2007
810,33.715899999999998,-117.727000000000004,337.1,1,1,10/22/2007 0:00:00,541,Terra,MODIS,100,6.03,293.6,58.1,N,2,-117.726987940000001,33.715895099999997,10/22/2007
811,33.731499999999997,-117.699200000000005,363.3,1,1,10/22/2007 0:00:00,541,Terra,MODIS,100,6.03,295.2,147.2,N,0,-117.699187940000002,33.731495099999997,10/22/2007
812,33.712699999999998,-117.695800000000006,300.9,1,1,10/22/2007 0:00:00,956,Aqua,MODIS,35,6.03,290.9,5.5,N,0,-117.695787940000002,33.712695099999998,10/22/2007
814,33.721600000000002,-117.712500000000006,321.3,1,1,10/22/2007 0:00:00,956,Aqua,MODIS,89,6.03,290.7,20.8,N,2,-117.712487940000003,33.721595100000002,10/22/2007
815,33.727100000000000,-117.687500000000000,324.7,1,1,10/22/2007 0:00:00,956,Aqua,MODIS,72,6.03,290.4,24.4,N,0,-117.687487939999997,33.727095100000000,10/22/2007
816,34.985399999999998,-82.149799999999999,312.1,1,1,3/12/2008 0:00:00,1617,Terra,MODIS,71,6.03,293.7,7.8,D,0,-82.149796409999993,34.985393170000002,3/12/2008
817,43.191200000000002,-123.379599999999996,322.7,1,1,8/28/2008 0:00:00,1002,Aqua,MODIS,100,6.03,287.4,34.4,N,0,-123.379585870000000,43.191194690000003,8/28/2008
818,34.427700000000002,-77.763499999999993,315.1,1,1,7/8/2009 0:00:00,1828,Aqua,MODIS,63,6.03,298.4,7.5,D,0,-77.763497749999999,34.427693140000002,7/8/2009
819,33.515000000000001,-111.774500000000003,323.3,2,1,10/13/2010 0:00:00,1839,Terra,MODIS,68,6.03,310.6,14.1,D,0,-111.774489050000000,33.514994809999997,10/13/2010
820,33.504199999999997,-111.777400000000000,338.9,2,1,10/13/2010 0:00:00,1839,Terra,MODIS,87,6.03,311,53.7,D,0,-111.777389049999996,33.504194810000001,10/13/2010
821,33.499400000000001,-111.784099999999995,326.2,2,1,10/13/2010 0:00:00,2016,Aqua,MODIS,69,6.03,313.3,21.9,D,0,-111.784089050000006,33.499394809999998,10/13/2010
822,34.439000000000000,-77.766000000000005,312.2,3,2,2/19/2011 0:00:00,1742,Aqua,MODIS,72,6.03,293.3,56.9,D,0,-77.765997749999997,34.438993140000001,2/19/2011
823,34.987699999999997,-82.125399999999999,306,2,1,2/21/2011 0:00:00,1908,Aqua,MODIS,59,6.03,288.9,11.4,D,0,-82.125396420000001,34.987693170000000,2/21/2011
824,45.300500000000000,-107.372299999999996,313.7,2,1,4/13/2011 0:00:00,1942,Aqua,MODIS,74,6.03,289.2,23.5,D,0,-107.372288549999993,45.300493039999999,4/13/2011
825,34.291800000000002,-118.816599999999994,329.8,2,1,7/15/2011 0:00:00,1910,Terra,MODIS,80,6.03,303.7,37.4,D,2,-118.816587709999993,34.291795100000002,7/15/2011
826,31.969100000000001,-106.583699999999993,300.9,1,1,7/12/2012 0:00:00,509,Terra,MODIS,35,6.03,289.1,3.7,N,2,-106.583690230000002,31.969094790000000,7/12/2012
827,33.507300000000001,-111.768900000000002,323.6,1,1,10/30/2012 0:00:00,938,Aqua,MODIS,100,6.03,286.4,34.3,N,0,-111.768889049999999,33.507294809999998,10/30/2012
