LATITUDE,LONGITUDE,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,DAYNIGHT,X,Y
34.291750000000000,-118.801947999999996,2439.000000000000000,5078.000000000000000,1/28/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801935709999995,34.291745100000000
33.715828000000002,-117.710753999999994,5772.000000000000000,7248.000000000000000,1/28/2024 0:00:00,1828,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
35.277906999999999,-106.672469000000007,5187.000000000000000,6809.000000000000000,2/4/2024 0:00:00,1744,L8,OLI,L,D,-106.672458969999994,35.277901280000002
35.277906999999999,-106.672469000000007,6557.000000000000000,1549.000000000000000,2/4/2024 0:00:00,1745,L8,OLI,L,D,-106.672458969999994,35.277901280000002
33.715828000000002,-117.710753999999994,5822.000000000000000,7248.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
33.716098000000002,-117.710756000000003,5822.000000000000000,7247.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,M,D,-117.710743940000000,33.716093100000002
34.291483999999997,-118.801615999999996,2490.000000000000000,5079.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,L,D,-118.801603709999995,34.291479099999997
34.291755000000002,-118.801621999999995,2490.000000000000000,5078.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801609709999994,34.291750100000002
34.292025000000002,-118.801627999999994,2490.000000000000000,5077.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,L,D,-118.801615709999993,34.292020100000002
34.291479000000002,-118.801941999999997,2489.000000000000000,5079.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801929709999996,34.291474100000002
34.291750000000000,-118.801947999999996,2489.000000000000000,5078.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801935709999995,34.291745100000000
34.292020000000001,-118.801953999999995,2489.000000000000000,5077.000000000000000,2/13/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801941709999994,34.292015100000000
33.716098000000002,-117.710756000000003,7132.000000000000000,1977.000000000000000,2/13/2024 0:00:00,1829,L9,OLI-2,M,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,7132.000000000000000,1978.000000000000000,2/13/2024 0:00:00,1829,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
33.715826000000000,-117.711078000000001,2281.000000000000000,1898.000000000000000,2/14/2024 0:00:00,1822,L8,OLI,L,D,-117.711065939999997,33.715821099999999
33.716098000000002,-117.710756000000003,2282.000000000000000,1897.000000000000000,2/14/2024 0:00:00,1822,L8,OLI,M,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,2282.000000000000000,1898.000000000000000,2/14/2024 0:00:00,1822,L8,OLI,H,D,-117.710741940000005,33.715823100000001
33.715829999999997,-117.710430000000002,2283.000000000000000,1898.000000000000000,2/14/2024 0:00:00,1822,L8,OLI,M,D,-117.710417939999999,33.715825100000004
30.340686000000002,-97.619293999999996,4681.000000000000000,3719.000000000000000,2/19/2024 0:00:00,1703,L8,OLI,H,D,-97.619286419999995,30.340680720000002
33.715829999999997,-117.710430000000002,2163.000000000000000,1888.000000000000000,2/22/2024 0:00:00,1822,L9,OLI-2,H,D,-117.710417939999999,33.715825100000004
33.716099999999997,-117.710431999999997,2163.000000000000000,1887.000000000000000,2/22/2024 0:00:00,1822,L9,OLI-2,M,D,-117.710419939999994,33.716095099999997
33.715828000000002,-117.710753999999994,2162.000000000000000,1888.000000000000000,2/22/2024 0:00:00,1822,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
33.716098000000002,-117.710756000000003,2162.000000000000000,1887.000000000000000,2/22/2024 0:00:00,1822,L9,OLI-2,M,D,-117.710743940000000,33.716093100000002
33.716098000000002,-117.710756000000003,2272.000000000000000,1897.000000000000000,3/1/2024 0:00:00,1822,L8,OLI,H,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,2272.000000000000000,1898.000000000000000,3/1/2024 0:00:00,1822,L8,OLI,H,D,-117.710741940000005,33.715823100000001
33.716099999999997,-117.710431999999997,2273.000000000000000,1897.000000000000000,3/1/2024 0:00:00,1822,L8,OLI,M,D,-117.710419939999994,33.716095099999997
34.292020000000001,-118.801953999999995,2429.000000000000000,5087.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-118.801941709999994,34.292015100000000
34.291750000000000,-118.801947999999996,2429.000000000000000,5088.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-118.801935709999995,34.291745100000000
34.291755000000002,-118.801621999999995,2430.000000000000000,5088.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-118.801609709999994,34.291750100000002
33.716098000000002,-117.710756000000003,5762.000000000000000,7257.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,5762.000000000000000,7258.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-117.710741940000005,33.715823100000001
33.715556999999997,-117.710751999999999,5762.000000000000000,7259.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,M,D,-117.710739939999996,33.715552099999996
33.716099999999997,-117.710431999999997,5763.000000000000000,7257.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-117.710419939999994,33.716095099999997
33.715829999999997,-117.710430000000002,5763.000000000000000,7258.000000000000000,3/8/2024 0:00:00,1828,L8,OLI,H,D,-117.710417939999999,33.715825100000004
33.716098000000002,-117.710756000000003,2322.000000000000000,1897.000000000000000,3/9/2024 0:00:00,1822,L9,OLI-2,H,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,2322.000000000000000,1898.000000000000000,3/9/2024 0:00:00,1822,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
34.292020000000001,-118.801953999999995,2539.000000000000000,5077.000000000000000,3/16/2024 0:00:00,1828,L9,OLI-2,L,D,-118.801941709999994,34.292015100000000
34.291750000000000,-118.801947999999996,2539.000000000000000,5078.000000000000000,3/16/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801935709999995,34.291745100000000
34.291755000000002,-118.801621999999995,2540.000000000000000,5078.000000000000000,3/16/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801609709999994,34.291750100000002
33.716098000000002,-117.710756000000003,2242.000000000000000,1897.000000000000000,3/17/2024 0:00:00,1822,L8,OLI,L,D,-117.710743940000000,33.716093100000002
30.340957000000000,-97.619290000000007,4601.000000000000000,3718.000000000000000,3/22/2024 0:00:00,1702,L8,OLI,L,D,-97.619282420000005,30.340951720000000
30.340686000000002,-97.619293999999996,4601.000000000000000,3719.000000000000000,3/22/2024 0:00:00,1702,L8,OLI,H,D,-97.619286419999995,30.340680720000002
34.292020000000001,-118.801953999999995,2389.000000000000000,5087.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,H,D,-118.801941709999994,34.292015100000000
34.291750000000000,-118.801947999999996,2389.000000000000000,5088.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,H,D,-118.801935709999995,34.291745100000000
34.291479000000002,-118.801941999999997,2389.000000000000000,5089.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,L,D,-118.801929709999996,34.291474100000002
34.291755000000002,-118.801621999999995,2390.000000000000000,5088.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,H,D,-118.801609709999994,34.291750100000002
34.291483999999997,-118.801615999999996,2390.000000000000000,5089.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,L,D,-118.801603709999995,34.291479099999997
33.715828000000002,-117.710753999999994,5722.000000000000000,7258.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,H,D,-117.710741940000005,33.715823100000001
33.715829999999997,-117.710430000000002,5723.000000000000000,7258.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,L,D,-117.710417939999999,33.715825100000004
33.715828000000002,-117.710753999999994,7032.000000000000000,1978.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,H,D,-117.710741940000005,33.715823100000001
33.715829999999997,-117.710430000000002,7033.000000000000000,1978.000000000000000,3/24/2024 0:00:00,1828,L8,OLI,L,D,-117.710417939999999,33.715825100000004
33.715828000000002,-117.710753999999994,2332.000000000000000,1888.000000000000000,3/25/2024 0:00:00,1822,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
33.716098000000002,-117.710756000000003,2332.000000000000000,1887.000000000000000,3/25/2024 0:00:00,1822,L9,OLI-2,H,D,-117.710743940000000,33.716093100000002
34.292020000000001,-118.801953999999995,2519.000000000000000,5077.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801941709999994,34.292015100000000
34.291750000000000,-118.801947999999996,2519.000000000000000,5078.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801935709999995,34.291745100000000
34.291755000000002,-118.801621999999995,2520.000000000000000,5078.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-118.801609709999994,34.291750100000002
33.716098000000002,-117.710756000000003,5852.000000000000000,7247.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,5852.000000000000000,7248.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
33.715829999999997,-117.710430000000002,5853.000000000000000,7248.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,M,D,-117.710417939999999,33.715825100000004
33.716098000000002,-117.710756000000003,7162.000000000000000,1977.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-117.710743940000000,33.716093100000002
33.715828000000002,-117.710753999999994,7162.000000000000000,1978.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,H,D,-117.710741940000005,33.715823100000001
33.715829999999997,-117.710430000000002,7163.000000000000000,1978.000000000000000,4/1/2024 0:00:00,1828,L9,OLI-2,M,D,-117.710417939999999,33.715825100000004
30.340686000000002,-97.619293999999996,4631.000000000000000,3719.000000000000000,4/7/2024 0:00:00,1702,L8,OLI,H,D,-97.619286419999995,30.340680720000002
