"","LATITUDE","LONGITUDE","BRIGHTNESS","SCAN","TRACK","ACQ_DATE","ACQ_TIME","SATELLITE","INSTRUMENT","CONFIDENCE","VERSION","BRIGHT_T31","FRP","DAYNIGHT","TYPE","X","Y","Date"
"768",33.716098,-117.710756,NA,5782,7247,"7/6/2024 0:00:00",1827,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71074394,33.7160931,2024-07-06
"769",33.715828,-117.710754,NA,5782,7248,"7/6/2024 0:00:00",1827,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71074194,33.7158231,2024-07-06
"770",33.716098,-117.710756,NA,7102,1977,"7/6/2024 0:00:00",1828,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71074394,33.7160931,2024-07-06
"771",33.715828,-117.710754,NA,7102,1978,"7/6/2024 0:00:00",1828,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71074194,33.7158231,2024-07-06
"772",33.716098,-117.710756,NA,2152,1897,"7/7/2024 0:00:00",1821,"L8","OLI","H",NA,NA,NA,"D",NA,-117.71074394,33.7160931,2024-07-07
"773",33.715828,-117.710754,NA,2152,1898,"7/7/2024 0:00:00",1821,"L8","OLI","H",NA,NA,NA,"D",NA,-117.71074194,33.7158231,2024-07-07
"774",33.71583,-117.71043,NA,2153,1898,"7/7/2024 0:00:00",1821,"L8","OLI","L",NA,NA,NA,"D",NA,-117.71041794,33.7158251,2024-07-07
"775",34.29202,-118.801954,NA,2379,5087,"7/14/2024 0:00:00",1827,"L8","OLI","L",NA,NA,NA,"D",NA,-118.80194171,34.2920151,2024-07-14
"776",34.29175,-118.801948,NA,2379,5088,"7/14/2024 0:00:00",1827,"L8","OLI","H",NA,NA,NA,"D",NA,-118.80193571,34.2917451,2024-07-14
"777",34.291755,-118.801622,NA,2380,5088,"7/14/2024 0:00:00",1827,"L8","OLI","H",NA,NA,NA,"D",NA,-118.80160971,34.2917501,2024-07-14
"778",33.716098,-117.710756,NA,5712,7257,"7/14/2024 0:00:00",1827,"L8","OLI","M",NA,NA,NA,"D",NA,-117.71074394,33.7160931,2024-07-14
"779",33.715828,-117.710754,NA,5712,7258,"7/14/2024 0:00:00",1827,"L8","OLI","H",NA,NA,NA,"D",NA,-117.71074194,33.7158231,2024-07-14
"780",33.71583,-117.71043,NA,5713,7258,"7/14/2024 0:00:00",1827,"L8","OLI","H",NA,NA,NA,"D",NA,-117.71041794,33.7158251,2024-07-14
"781",33.715828,-117.710754,NA,7022,1978,"7/14/2024 0:00:00",1828,"L8","OLI","H",NA,NA,NA,"D",NA,-117.71074194,33.7158231,2024-07-14
"782",33.71583,-117.71043,NA,7023,1978,"7/14/2024 0:00:00",1828,"L8","OLI","H",NA,NA,NA,"D",NA,-117.71041794,33.7158251,2024-07-14
"783",33.716098,-117.710756,NA,7022,1977,"7/14/2024 0:00:00",1828,"L8","OLI","L",NA,NA,NA,"D",NA,-117.71074394,33.7160931,2024-07-14
"784",33.716098,-117.710756,NA,2292,1897,"7/15/2024 0:00:00",1821,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71074394,33.7160931,2024-07-15
"785",33.715828,-117.710754,NA,2292,1898,"7/15/2024 0:00:00",1821,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71074194,33.7158231,2024-07-15
"786",33.71583,-117.71043,NA,2293,1898,"7/15/2024 0:00:00",1821,"L9","OLI-2","H",NA,NA,NA,"D",NA,-117.71041794,33.7158251,2024-07-15
"787",34.4273,-77.7968,317.6,1.5,1.2,"8/7/2001 0:00:00",1631,"Terra","MODIS","61","6.03",296.2,16.3,"D",0,-77.79679774,34.42729314,2001-08-07
"788",37.7912,-122.2965,341.9,1.3,1.1,"5/23/2003 0:00:00",1024,"Aqua","MODIS","100","6.03",288.4,74.8,"N",2,-122.29648681,37.79119499,2003-05-23
"789",37.7884,-122.2817,302,1.3,1.1,"5/23/2003 0:00:00",1024,"Aqua","MODIS","46","6.03",286.6,9.7,"N",2,-122.28168681,37.78839499,2003-05-23
"790",34.2857,-118.788,304.8,2.5,1.5,"10/26/2003 0:00:00",636,"Terra","MODIS","62","6.03",294.6,20.4,"N",2,-118.78798771,34.2856951,2003-10-26
"791",34.2994,-118.7899,386.3,2.5,1.5,"10/26/2003 0:00:00",636,"Terra","MODIS","100","6.03",304.9,693.7,"N",0,-118.78988771,34.2993951,2003-10-26
"792",34.2973,-118.8168,319.1,2.5,1.5,"10/26/2003 0:00:00",636,"Terra","MODIS","98","6.03",294.6,55.9,"N",2,-118.81678771,34.2972951,2003-10-26
"793",34.2919,-118.7955,356,2.5,1.5,"10/26/2003 0:00:00",636,"Terra","MODIS","100","6.03",298.8,288.1,"N",0,-118.79548771,34.2918951,2003-10-26
"794",34.3076,-118.7706,379.7,2.5,1.5,"10/26/2003 0:00:00",636,"Terra","MODIS","100","6.03",309.1,585.1,"N",0,-118.77058771,34.30759509,2003-10-26
"795",34.3057,-118.7972,338.6,2.5,1.5,"10/26/2003 0:00:00",636,"Terra","MODIS","100","6.03",298,147.4,"N",0,-118.79718771,34.3056951,2003-10-26
"796",34.3095,-118.7788,315.7,3,1.6,"10/26/2003 0:00:00",911,"Aqua","MODIS","44","6.03",288.3,51.9,"N",0,-118.77878771,34.30949509,2003-10-26
"797",34.2968,-118.8141,349.9,3,1.6,"10/26/2003 0:00:00",911,"Aqua","MODIS","100","6.03",290.2,290.7,"N",2,-118.81408771,34.2967951,2003-10-26
"798",34.2948,-118.781,394.1,3,1.6,"10/26/2003 0:00:00",911,"Aqua","MODIS","100","6.03",298.6,1058.6,"N",0,-118.78098771,34.2947951,2003-10-26
"799",34.3081,-118.7836,317.9,3,1.6,"10/26/2003 0:00:00",911,"Aqua","MODIS","59","6.03",288.3,61.3,"N",0,-118.78358771,34.30809509,2003-10-26
"800",34.2933,-118.7856,394.5,3,1.6,"10/26/2003 0:00:00",911,"Aqua","MODIS","100","6.03",298.7,1071.9,"N",0,-118.78558771,34.2932951,2003-10-26
"801",45.6027,-107.4755,315.1,1,1,"4/1/2005 0:00:00",1817,"Terra","MODIS","70","6.03",298,7.6,"D",0,-107.47548848,45.60269301,2005-04-01
"802",42.8743,-106.278,306.6,1.9,1.3,"5/2/2005 0:00:00",1735,"Terra","MODIS","52","6.03",286,10.8,"D",0,-106.2779892,42.87429322,2005-05-02
"803",43.1752,-123.3899,344.2,1.1,1,"9/26/2005 0:00:00",2122,"Aqua","MODIS","70","6.03",307.3,48.3,"D",0,-123.38988587,43.1751947,2005-09-26
"804",33.7355,-117.7105,328,1.1,1,"2/6/2007 0:00:00",2111,"Aqua","MODIS","81","6.03",302.1,22.5,"D",0,-117.71048794,33.7354951,2007-02-06
"805",33.7369,-117.6994,318.6,1.1,1,"2/6/2007 0:00:00",2111,"Aqua","MODIS","71","6.03",299.4,11.4,"D",0,-117.69938794,33.7368951,2007-02-06
"806",33.4383,-112.1309,311.9,1.2,1.1,"7/13/2007 0:00:00",523,"Terra","MODIS","78","6.03",300.8,5.4,"N",2,-112.13088898,33.43829484,2007-07-13
"807",30.3269,-97.6328,316.6,1.1,1,"10/17/2007 0:00:00",1726,"Terra","MODIS","67","6.03",299.9,8.2,"D",0,-97.63279242,30.32689472,2007-10-17
"808",33.7083,-117.7096,402,1.4,1.2,"10/22/2007 0:00:00",541,"Terra","MODIS","100","6.03",302.5,415.7,"N",2,-117.70958794,33.7082951,2007-10-22
"809",33.7186,-117.7121,358.6,1.4,1.2,"10/22/2007 0:00:00",541,"Terra","MODIS","100","6.03",294.6,126.8,"N",0,-117.71208794,33.7185951,2007-10-22
"810",33.7159,-117.727,337.1,1.4,1.2,"10/22/2007 0:00:00",541,"Terra","MODIS","100","6.03",293.6,58.1,"N",2,-117.72698794,33.7158951,2007-10-22
"811",33.7315,-117.6992,363.3,1.4,1.2,"10/22/2007 0:00:00",541,"Terra","MODIS","100","6.03",295.2,147.2,"N",0,-117.69918794,33.7314951,2007-10-22
"812",33.7127,-117.6958,300.9,1.1,1.1,"10/22/2007 0:00:00",956,"Aqua","MODIS","35","6.03",290.9,5.5,"N",0,-117.69578794,33.7126951,2007-10-22
"813",33.7146,-117.7075,327.8,1.1,1.1,"10/22/2007 0:00:00",956,"Aqua","MODIS","100","6.03",292.1,31.7,"N",0,-117.70748794,33.7145951,2007-10-22
"814",33.7216,-117.7125,321.3,1.1,1.1,"10/22/2007 0:00:00",956,"Aqua","MODIS","89","6.03",290.7,20.8,"N",2,-117.71248794,33.7215951,2007-10-22
"815",33.7271,-117.6875,324.7,1.1,1.1,"10/22/2007 0:00:00",956,"Aqua","MODIS","72","6.03",290.4,24.4,"N",0,-117.68748794,33.7270951,2007-10-22
"816",34.9854,-82.1498,312.1,1,1,"3/12/2008 0:00:00",1617,"Terra","MODIS","71","6.03",293.7,7.8,"D",0,-82.14979641,34.98539317,2008-03-12
"817",43.1912,-123.3796,322.7,1.3,1.1,"8/28/2008 0:00:00",1002,"Aqua","MODIS","100","6.03",287.4,34.4,"N",0,-123.37958587,43.19119469,2008-08-28
"818",34.4277,-77.7635,315.1,1,1,"7/8/2009 0:00:00",1828,"Aqua","MODIS","63","6.03",298.4,7.5,"D",0,-77.76349775,34.42769314,2009-07-08
"819",33.515,-111.7745,323.3,1.6,1.2,"10/13/2010 0:00:00",1839,"Terra","MODIS","68","6.03",310.6,14.1,"D",0,-111.77448905,33.51499481,2010-10-13
"820",33.5042,-111.7774,338.9,1.6,1.2,"10/13/2010 0:00:00",1839,"Terra","MODIS","87","6.03",311,53.7,"D",0,-111.77738905,33.50419481,2010-10-13
"821",33.4994,-111.7841,326.2,1.8,1.3,"10/13/2010 0:00:00",2016,"Aqua","MODIS","69","6.03",313.3,21.9,"D",0,-111.78408905,33.49939481,2010-10-13
"822",34.439,-77.766,312.2,3.2,1.7,"2/19/2011 0:00:00",1742,"Aqua","MODIS","72","6.03",293.3,56.9,"D",0,-77.76599775,34.43899314,2011-02-19
"823",34.9877,-82.1254,306,2,1.4,"2/21/2011 0:00:00",1908,"Aqua","MODIS","59","6.03",288.9,11.4,"D",0,-82.12539642,34.98769317,2011-02-21
"824",45.3005,-107.3723,313.7,1.7,1.3,"4/13/2011 0:00:00",1942,"Aqua","MODIS","74","6.03",289.2,23.5,"D",0,-107.37228855,45.30049304,2011-04-13
"825",34.2918,-118.8166,329.8,1.6,1.3,"7/15/2011 0:00:00",1910,"Terra","MODIS","80","6.03",303.7,37.4,"D",2,-118.81658771,34.2917951,2011-07-15
"826",31.9691,-106.5837,300.9,1,1,"7/12/2012 0:00:00",509,"Terra","MODIS","35","6.03",289.1,3.7,"N",2,-106.58369023,31.96909479,2012-07-12
"827",33.5073,-111.7689,323.6,1.3,1.1,"10/30/2012 0:00:00",938,"Aqua","MODIS","100","6.03",286.4,34.3,"N",0,-111.76888905,33.50729481,2012-10-30
"828",33.5097,-111.7823,349.2,1.3,1.1,"10/30/2012 0:00:00",938,"Aqua","MODIS","100","6.03",286.8,90.1,"N",0,-111.78228905,33.50969481,2012-10-30
"829",34.4409,-77.7714,312.3,1.4,1.2,"2/20/2013 0:00:00",1806,"Aqua","MODIS","72","6.03",287.5,19.8,"D",0,-77.77139775,34.44089314,2013-02-20
"830",31.4945,-87.8702,318.1,1.2,1.1,"4/24/2014 0:00:00",1655,"Terra","MODIS","53","6.03",295.5,15.4,"D",0,-87.87019495,31.49449413,2014-04-24
"831",31.4848,-87.8726,316.5,1.2,1.1,"4/24/2014 0:00:00",1655,"Terra","MODIS","52","6.03",295.5,13.3,"D",0,-87.87259495,31.48479413,2014-04-24
"832",31.485,-87.8536,309.5,2.7,1.6,"8/25/2015 0:00:00",1607,"Terra","MODIS","53","6.03",295.2,23,"D",0,-87.85359495,31.48499413,2015-08-25
"833",31.4906,-87.8756,319.8,2.7,1.6,"8/25/2015 0:00:00",1607,"Terra","MODIS","75","6.03",296.4,59.7,"D",0,-87.87559495,31.49059413,2015-08-25
"834",42.8754,-106.2803,315.6,1,1,"10/11/2015 0:00:00",500,"Terra","MODIS","92","6.03",289.5,15.4,"N",0,-106.2802892,42.87539322,2015-10-11
"835",42.8735,-106.2925,323.8,1,1,"10/11/2015 0:00:00",500,"Terra","MODIS","100","6.03",289.5,23.4,"N",0,-106.2924892,42.87349322,2015-10-11
"836",42.8765,-106.2872,311.4,1,1,"10/11/2015 0:00:00",911,"Aqua","MODIS","82","6.03",288.4,12.1,"N",0,-106.2871892,42.87649322,2015-10-11
"837",42.8764,-106.2727,335.2,1.1,1,"10/11/2015 0:00:00",2018,"Aqua","MODIS","87","6.03",305.6,31.6,"D",0,-106.2726892,42.87639322,2015-10-11
"838",42.8748,-106.2856,315.2,1.1,1,"10/11/2015 0:00:00",2018,"Aqua","MODIS","67","6.03",302.7,7.5,"D",0,-106.2855892,42.87479322,2015-10-11
"839",34.4453,-77.775,308.4,2.9,1.6,"2/14/2017 0:00:00",1901,"Aqua","MODIS","65","6.03",290,36.5,"D",0,-77.77499775,34.44529314,2017-02-14
"840",34.4278,-77.767,333.5,1.1,1,"6/6/2018 0:00:00",1831,"Aqua","MODIS","84","6.03",300.9,28.7,"D",0,-77.76699775,34.42779314,2018-06-06
"841",33.6348,-86.9985,317,1.2,1.1,"7/14/2020 0:00:00",1914,"Aqua","MODIS","54","6.03",301,8.1,"D",0,-86.99849508,33.63479364,2020-07-14
"842",31.4904,-87.8684,351.7,1.2,1.1,"8/6/2020 0:00:00",1919,"Aqua","MODIS","96","6.03",301.4,77.9,"D",0,-87.86839495,31.49039413,2020-08-06
"843",35.1317,-106.6399,319.3,3.7,1.8,"9/29/2020 0:00:00",1845,"Terra","MODIS","64","6.03",300.3,66.8,"D",2,-106.63988999,35.1316943,2020-09-29
"844",33.706,-117.7102,330.1,1.3,1.1,"10/26/2020 0:00:00",1827,"Terra","MODIS","86","6.03",296.5,34.8,"D",0,-117.71018794,33.7059951,2020-10-26
"845",33.7245,-117.6918,348,1.3,1.1,"10/26/2020 0:00:00",1827,"Terra","MODIS","93","6.03",297,75.5,"D",0,-117.69178794,33.7244951,2020-10-26
"846",33.7262,-117.7062,347.5,1.3,1.1,"10/26/2020 0:00:00",1827,"Terra","MODIS","62","6.03",297.4,70.5,"D",0,-117.70618794,33.7261951,2020-10-26
"847",33.7239,-117.6998,362.3,1.3,1.1,"10/26/2020 0:00:00",1827,"Terra","MODIS","100","6.03",298.1,122.7,"D",0,-117.69978794,33.7238951,2020-10-26
"848",33.734,-117.6978,360.7,1.3,1.1,"10/26/2020 0:00:00",1827,"Terra","MODIS","96","6.03",299.1,116.3,"D",0,-117.69778794,33.7339951,2020-10-26
"849",33.7096,-117.6888,357.6,3,1.6,"10/26/2020 0:00:00",2142,"Aqua","MODIS","99","6.03",302.3,357.7,"D",0,-117.68878794,33.7095951,2020-10-26
"850",33.7074,-117.7186,346.3,2.9,1.6,"10/26/2020 0:00:00",2142,"Aqua","MODIS","94","6.03",300.4,232.4,"D",0,-117.71858794,33.7073951,2020-10-26
"851",33.7242,-117.6918,334.9,3,1.6,"10/26/2020 0:00:00",2142,"Aqua","MODIS","80","6.03",297.5,138.6,"D",0,-117.69178794,33.7241951,2020-10-26
"852",33.709,-117.6931,359.2,3,1.6,"10/26/2020 0:00:00",2142,"Aqua","MODIS","99","6.03",303.1,376.3,"D",0,-117.69308794,33.7089951,2020-10-26
"853",33.7236,-117.6962,334.6,3,1.6,"10/26/2020 0:00:00",2142,"Aqua","MODIS","62","6.03",297.9,136.6,"D",0,-117.69618794,33.7235951,2020-10-26
"854",33.7144,-117.6905,331.3,2.2,1.4,"10/27/2020 0:00:00",529,"Terra","MODIS","100","6.03",287.7,97.9,"N",0,-117.69048794,33.7143951,2020-10-27
"855",33.7271,-117.6933,300.9,2.2,1.4,"10/27/2020 0:00:00",529,"Terra","MODIS","31","6.03",284.6,16.1,"N",0,-117.69328794,33.7270951,2020-10-27
"856",33.7141,-117.6962,308.5,2.2,1.4,"10/27/2020 0:00:00",529,"Terra","MODIS","74","6.03",286.3,28.5,"N",0,-117.69618794,33.7140951,2020-10-27
"857",33.7365,-117.7009,319.2,3.9,1.8,"12/3/2020 0:00:00",1928,"Terra","MODIS","55","6.03",295.2,92.4,"D",0,-117.70088794,33.7364951,2020-12-03
"858",37.7881,-122.2812,310.6,1,1,"2/12/2021 0:00:00",2112,"Aqua","MODIS","0","6.03",290.5,8.1,"D",2,-122.28118681,37.78809499,2021-02-12
"859",32.1194,-110.8797,303.5,1.1,1,"6/3/2021 0:00:00",927,"Aqua","MODIS","33","6.03",291,7.3,"N",0,-110.87968932,32.11939496,2021-06-03
"860",33.4466,-112.1407,328.7,1,1,"6/6/2021 0:00:00",538,"Terra","MODIS","100","6.03",299.4,23.7,"N",2,-112.14068898,33.44659484,2021-06-06
"861",33.4381,-112.1413,325.6,3.4,1.7,"5/18/2022 0:00:00",607,"Terra","MODIS","100","6.03",297.6,122.4,"N",2,-112.14128898,33.43809484,2022-05-18
"862",33.6333,-86.9967,317,1.3,1.1,"6/17/2022 0:00:00",1643,"Terra","MODIS","64","6.03",301.3,10.9,"D",0,-86.99669508,33.63329364,2022-06-17
"863",33.635,-87.0016,318.3,1.6,1.2,"6/24/2022 0:00:00",1649,"Terra","MODIS","61","6.03",304.6,17.2,"D",0,-87.00159508,33.63499364,2022-06-24
"864",33.6334,-86.998,321.2,1.1,1,"6/26/2022 0:00:00",1636,"Terra","MODIS","44","6.03",302.1,11.5,"D",0,-86.99799508,33.63339364,2022-06-26
"865",33.6376,-86.994,311.3,1.9,1.4,"7/1/2022 0:00:00",1655,"Terra","MODIS","48","6.03",292.2,18.4,"D",0,-86.99399508,33.63759364,2022-07-01
"866",33.6356,-87.0022,317.3,1.5,1.2,"7/6/2022 0:00:00",1845,"Aqua","MODIS","48","6.03",299,12.8,"D",0,-87.00219508,33.63559364,2022-07-06
"867",33.6199,-86.5273,306.3,1.4,1.2,"11/28/2022 0:00:00",1847,"Aqua","MODIS","63","6.03",289.1,12.7,"D",0,-86.52729522,33.61989363,2022-11-28
"868",33.6192,-86.5277,306.8,1,1,"11/29/2022 0:00:00",336,"Terra","MODIS","69","6.03",279,11.6,"N",0,-86.52769522,33.61919363,2022-11-29
"869",33.6188,-86.5165,301.8,2.3,1.5,"11/30/2022 0:00:00",1834,"Aqua","MODIS","49","6.03",286.1,19.7,"D",0,-86.51649522,33.61879363,2022-11-30
"870",39.8356,-84.9031,320.5,1.7,1.3,"4/12/2023 0:00:00",345,"Terra","MODIS","100","61.03",280.1,45.4,"N",2,-84.90309527,39.83559232,2023-04-12
"871",39.8347,-84.9098,321.2,1.7,1.3,"4/12/2023 0:00:00",345,"Terra","MODIS","100","61.03",279.7,46.9,"N",2,-84.90979527,39.83469232,2023-04-12
"872",39.8421,-84.9035,312.3,1.4,1.2,"4/12/2023 0:00:00",814,"Aqua","MODIS","85","61.03",277.6,24.5,"N",2,-84.90349527,39.84209232,2023-04-12
"873",33.6345,-86.9913,317.2,1.1,1,"8/23/2023 0:00:00",1620,"Terra","MODIS","54","61.03",305.1,8.7,"D",0,-86.99129508,33.63449364,2023-08-23
"874",33.5047,-111.7657,312.7,1.9,1.4,"10/1/2023 0:00:00",439,"Terra","MODIS","85","61.03",294.7,28.4,"N",0,-111.76568905,33.50469481,2023-10-01
"875",33.5008,-111.7858,319.4,1.9,1.4,"10/1/2023 0:00:00",439,"Terra","MODIS","98","61.03",294.8,43.8,"N",0,-111.78578905,33.50079481,2023-10-01
"876",33.5097,-111.7724,345.1,1.9,1.4,"10/1/2023 0:00:00",439,"Terra","MODIS","100","61.03",296.5,136.8,"N",0,-111.77238905,33.50969481,2023-10-01
"877",33.5057,-111.7924,326.8,1.9,1.4,"10/1/2023 0:00:00",439,"Terra","MODIS","100","61.03",294.4,64.8,"N",0,-111.79238905,33.50569481,2023-10-01
"878",33.5173,-111.7703,307.9,3.5,1.8,"10/1/2023 0:00:00",901,"Aqua","MODIS","73","61.03",289,57.5,"N",0,-111.77028905,33.51729481,2023-10-01
"879",33.5101,-111.7805,322.1,2.2,1.4,"10/1/2023 0:00:00",1819,"Terra","MODIS","70","61.03",304.9,26.3,"D",0,-111.78048905,33.51009481,2023-10-01
"880",33.5103,-111.7734,301.1,1.2,1.1,"10/2/2023 0:00:00",520,"Terra","MODIS","38","61.03",291.1,6.9,"N",0,-111.77338905,33.51029481,2023-10-02
"881",33.5143,-111.7727,303.3,1,1,"10/2/2023 0:00:00",943,"Aqua","MODIS","54","61.03",289,7.4,"N",0,-111.77268905,33.51429481,2023-10-02
"882",33.71766,-117.71084,299.7,0.39,0.44,"1/1/2020 0:00:00",1000,"N20","VIIRS","n","2.0NRT",280.6,0.7,"N",NA,-117.71082794,33.7176551,2020-01-01
"883",33.7149,-117.70959,299.1,0.39,0.36,"1/2/2020 0:00:00",942,"N20","VIIRS","n","2.0NRT",280.1,0.5,"N",NA,-117.70957794,33.7148951,2020-01-02
"884",33.71804,-117.71039,297.3,0.52,0.5,"1/4/2020 0:00:00",906,"N20","VIIRS","n","2.0NRT",281.8,0.5,"N",NA,-117.71037794,33.7180351,2020-01-04
"885",33.71626,-117.71339,298.6,0.48,0.48,"1/6/2020 0:00:00",1006,"N20","VIIRS","n","2.0NRT",286.3,0.5,"N",NA,-117.71337794,33.7162551,2020-01-06
"886",34.29366,-118.80171,298.2,0.41,0.45,"1/6/2020 0:00:00",1006,"N20","VIIRS","n","2.0NRT",283.8,0.5,"N",NA,-118.80169771,34.2936551,2020-01-06
"887",30.34122,-97.61949,302.7,0.4,0.37,"1/7/2020 0:00:00",806,"N20","VIIRS","n","2.0NRT",279.2,0.7,"N",NA,-97.61948242,30.34121472,2020-01-07
"888",34.29026,-118.80079,301.8,0.4,0.37,"1/7/2020 0:00:00",948,"N20","VIIRS","n","2.0NRT",284.7,0.7,"N",NA,-118.80077771,34.2902551,2020-01-07
"889",33.71543,-117.7093,302.1,0.43,0.38,"1/7/2020 0:00:00",948,"N20","VIIRS","n","2.0NRT",286.1,1,"N",NA,-117.70928794,33.7154251,2020-01-07
"890",34.29115,-118.80164,298.1,0.44,0.38,"1/8/2020 0:00:00",930,"N20","VIIRS","n","2.0NRT",277.6,0.8,"N",NA,-118.80162771,34.2911451,2020-01-08
"891",34.29329,-118.80206,300.9,0.44,0.38,"1/12/2020 0:00:00",954,"N20","VIIRS","n","2.0NRT",276.2,0.6,"N",NA,-118.80204771,34.2932851,2020-01-12
"892",33.71598,-117.71255,299,0.38,0.36,"1/13/2020 0:00:00",936,"N20","VIIRS","n","2.0NRT",280,0.4,"N",NA,-117.71253794,33.7159751,2020-01-13
"893",34.2907,-118.80047,296.4,0.4,0.37,"1/13/2020 0:00:00",936,"N20","VIIRS","n","2.0NRT",276.4,0.7,"N",NA,-118.80045771,34.2906951,2020-01-13
"894",34.29121,-118.80154,298.7,0.4,0.44,"1/14/2020 0:00:00",918,"N20","VIIRS","n","2.0NRT",277.3,0.6,"N",NA,-118.80152771,34.2912051,2020-01-14
"895",34.29224,-118.80333,298.2,0.38,0.36,"1/18/2020 0:00:00",942,"N20","VIIRS","n","2.0NRT",280.2,0.3,"N",NA,-118.80331771,34.2922351,2020-01-18
"896",33.71788,-117.7104,309.9,0.39,0.36,"1/18/2020 0:00:00",942,"N20","VIIRS","n","2.0NRT",281,0.9,"N",NA,-117.71038794,33.7178751,2020-01-18
"897",34.29224,-118.80333,298.2,0.38,0.36,"1/18/2020 0:00:00",942,"N20","VIIRS","n","2.0NRT",280.2,0.3,"N",NA,-118.80331771,34.2922351,2020-01-18
"898",33.71788,-117.7104,309.9,0.39,0.36,"1/18/2020 0:00:00",942,"N20","VIIRS","n","2.0NRT",281,0.9,"N",NA,-117.71038794,33.7178751,2020-01-18
"899",31.96556,-106.58581,295.2,0.52,0.5,"1/19/2020 0:00:00",924,"N20","VIIRS","n","2.0NRT",274.9,0.6,"N",NA,-106.58580023,31.96555479,2020-01-19
"900",34.29277,-118.8036,298.1,0.51,0.41,"1/19/2020 0:00:00",924,"N20","VIIRS","n","2.0NRT",282.9,0.5,"N",NA,-118.80358771,34.2927651,2020-01-19
"901",33.71558,-117.71304,312.2,0.45,0.39,"1/19/2020 0:00:00",924,"N20","VIIRS","n","2.0NRT",284.6,0.9,"N",NA,-117.71302794,33.7155751,2020-01-19
"902",33.71648,-117.71137,303.1,0.43,0.38,"1/23/2020 0:00:00",948,"N20","VIIRS","n","2.0NRT",281.5,0.8,"N",NA,-117.71135794,33.7164751,2020-01-23
"903",34.29312,-118.7996,297.3,0.4,0.37,"1/23/2020 0:00:00",948,"N20","VIIRS","n","2.0NRT",280.6,0.4,"N",NA,-118.79958771,34.2931151,2020-01-23
"904",34.29099,-118.80319,300.9,0.44,0.38,"1/28/2020 0:00:00",954,"N20","VIIRS","n","2.0NRT",282.9,0.8,"N",NA,-118.80317771,34.2909851,2020-01-28
"905",33.71776,-117.71179,299.5,0.5,0.41,"1/28/2020 0:00:00",954,"N20","VIIRS","n","2.0NRT",283,0.8,"N",NA,-117.71177794,33.7177551,2020-01-28
"906",34.29186,-118.80138,300.8,0.4,0.37,"1/29/2020 0:00:00",936,"N20","VIIRS","n","2.0NRT",279.5,0.7,"N",NA,-118.80136771,34.2918551,2020-01-29
"907",33.71709,-117.7093,303,0.38,0.36,"1/29/2020 0:00:00",936,"N20","VIIRS","n","2.0NRT",281.1,0.7,"N",NA,-117.70928794,33.7170851,2020-01-29
"908",34.29135,-118.8037,298.8,0.4,0.44,"1/30/2020 0:00:00",918,"N20","VIIRS","n","2.0NRT",278.6,0.7,"N",NA,-118.80368771,34.2913451,2020-01-30
"909",33.71828,-117.71096,301.9,0.52,0.42,"1/30/2020 0:00:00",918,"N20","VIIRS","n","2.0NRT",284,0.5,"N",NA,-117.71094794,33.7182751,2020-01-30
"910",33.71679,-117.71081,296.1,0.32,0.54,"1/31/2020 0:00:00",900,"N20","VIIRS","n","2.0NRT",283.6,0.7,"N",NA,-117.71079794,33.7167851,2020-01-31
"911",31.96429,-106.58572,295.6,0.4,0.37,"1/31/2020 0:00:00",900,"N20","VIIRS","n","2.0NRT",275.5,0.8,"N",NA,-106.58571023,31.96428479,2020-01-31
"912",33.71624,-117.70989,295.6,0.36,0.57,"2/1/2020 0:00:00",1018,"N20","VIIRS","n","2.0NRT",284.7,0.4,"N",NA,-117.70987794,33.7162351,2020-02-01
"913",34.29354,-118.8002,297.1,0.6,0.53,"2/1/2020 0:00:00",1018,"N20","VIIRS","n","2.0NRT",287,1.2,"N",NA,-118.80018771,34.2935351,2020-02-01
"914",33.71817,-117.71148,303.4,0.39,0.44,"2/2/2020 0:00:00",1000,"N20","VIIRS","n","2.0NRT",285.4,0.9,"N",NA,-117.71146794,33.7181651,2020-02-02
"915",33.71671,-117.71155,300.9,0.45,0.39,"2/4/2020 0:00:00",924,"N20","VIIRS","n","2.0NRT",279.1,0.8,"N",NA,-117.71153794,33.7167051,2020-02-04
"916",34.29246,-118.80073,296.6,0.5,0.41,"2/4/2020 0:00:00",924,"N20","VIIRS","n","2.0NRT",276.9,0.7,"N",NA,-118.80071771,34.2924551,2020-02-04
"917",34.29236,-118.80143,295.5,0.41,0.45,"2/7/2020 0:00:00",1006,"N20","VIIRS","n","2.0NRT",276.8,0.6,"N",NA,-118.80141771,34.2923551,2020-02-07
"918",30.34163,-97.61768,297.4,0.4,0.37,"2/8/2020 0:00:00",806,"N20","VIIRS","n","2.0NRT",277.7,0.6,"N",NA,-97.61767242,30.34162472,2020-02-08
"919",34.29361,-118.802,298.4,0.4,0.37,"2/8/2020 0:00:00",948,"N20","VIIRS","n","2.0NRT",278.5,0.7,"N",NA,-118.80198771,34.2936051,2020-02-08
